iter	Passed	Remaining
3226	26540	6357
3227	26549	6349
3228	26559	6341
3229	26568	6333
3230	26576	6325
3231	26586	6317
3232	26597	6309
3233	26606	6301
3234	26614	6293
3235	26623	6285
3236	26631	6277
3237	26639	6269
3238	26645	6260
3239	26654	6252
3240	26663	6244
3241	26670	6235
3242	26678	6227
3243	26687	6219
3244	26696	6211
3245	26707	6203
3246	26719	6196
3247	26729	6188
3248	26736	6180
3249	26746	6172
3250	26755	6164
3251	26763	6155
3252	26775	6148
3253	26785	6140
3254	26794	6132
3255	26807	6125
3256	26818	6117
3257	26827	6109
3258	26840	6102
3259	26850	6094
3260	26859	6086
3261	26872	6079
3262	26882	6071
3263	26892	6063
3264	26901	6056
3265	26913	6048
3266	26924	6040
3267	26934	6032
3268	26944	6025
3269	26955	6017
3270	26965	6009
3271	26976	6002
3272	26983	5993
3273	26993	5985
3274	26999	5976
3275	27005	5968
3276	27011	5959
3277	27018	5950
3278	27025	5942
3279	27031	5933
3280	27038	5925
3281	27044	5916
3282	27051	5907
3283	27057	5899
3284	27063	5890
3285	27070	5882
3286	27076	5873
3287	27082	5864
3288	27091	5856
3289	27100	5848
3290	27116	5841
3291	27127	5834
3292	27138	5826
3293	27147	5818
3294	27156	5810
3295	27164	5802
3296	27174	5794
3297	27181	5785
3298	27190	5777
3299	27197	5769
3300	27208	5761
3301	27217	5753
3302	27226	5745
3303	27234	5737
3304	27242	5728
3305	27249	5720
3306	27258	5712
3307	27265	5703
3308	27277	5696
3309	27285	5687
3310	27293	5679
3311	27301	5671
3312	27309	5662
3313	27317	5654
3314	27325	5646
3315	27332	5638
3316	27341	5629
3317	27348	5621
3318	27355	5612
3319	27364	5604
3320	27373	5596
3321	27380	5588
3322	27389	5580
3323	27396	5571
3324	27404	5563
3325	27410	5554
3326	27418	5546
3327	27425	5537
3328	27437	5530
3329	27517	5536
3330	27718	5567
3331	27728	5558
3332	27736	5550
3333	27743	5542
3334	27752	5533
3335	27760	5525
3336	27768	5517
3337	27776	5508
3338	27784	5500
3339	27792	5491
3340	27802	5483
3341	27812	5476
3342	27821	5467
3343	27830	5459
3344	27839	5451
3345	27846	5442
3346	27854	5434
3347	27861	5425
3348	27870	5417
3349	27878	5409
3350	27887	5401
3351	27894	5392
3352	27901	5383
3353	27910	5375
3354	27917	5367
3355	27925	5358
3356	27932	5350
3357	27941	5341
3358	27948	5333
3359	27956	5324
3360	27963	5316
3361	27971	5308
3362	27978	5299
3363	27985	5290
3364	27993	5282
3365	27999	5273
3366	28008	5265
3367	28015	5257
3368	28023	5248
3369	28030	5240
3370	28038	5231
3371	28046	5223
3372	28053	5214
3373	28060	5206
3374	28068	5197
3375	28075	5189
3376	28082	5180
3377	28093	5173
3378	28105	5165
3379	28122	5158
3380	28139	5151
3381	28153	5144
3382	28170	5137
3383	28178	5129
3384	28187	5121
3385	28199	5113
3386	28211	5105
3387	28222	5098
3388	28229	5089
3389	28239	5081
3390	28247	5073
3391	28261	5065
3392	28271	5057
3393	28278	5049
3394	28285	5040
3395	28292	5032
3396	28300	5023
3397	28309	5015
3398	28317	5007
3399	28325	4998
3400	28332	4990
3401	28340	4981
3402	28347	4973
3403	28355	4964
3404	28362	4956
3405	28370	4947
3406	28378	4939
3407	28385	4930
3408	28394	4922
3409	28402	4914
3410	28410	4905
3411	28420	4897
3412	28427	4889
3413	28436	4881
3414	28444	4872
3415	28452	4864
3416	28460	4855
3417	28467	4847
3418	28475	4838
3419	28484	4830
3420	28492	4822
3421	28500	4813
3422	28509	4805
3423	28518	4797
3424	28527	4789
3425	28564	4785
3426	28577	4778
3427	28586	4770
3428	28594	4761
3429	28607	4754
3430	28617	4745
3431	28625	4737
3432	28636	4729
3433	28646	4721
3434	28657	4713
3435	28669	4705
3436	28678	4697
3437	28692	4690
3438	28705	4682
3439	28713	4674
3440	28810	4680
3441	28879	4681
3442	28891	4673
3443	28900	4665
3444	28909	4657
3445	28921	4649
3446	28930	4641
3447	28937	4632
3448	28947	4624
3449	28954	4615
3450	28961	4607
3451	28970	4598
3452	28976	4590
3453	28985	4581
3454	28995	4573
3455	29001	4565
3456	29007	4556
3457	29013	4547
3458	29021	4539
3459	29026	4530
3460	29033	4521
3461	29040	4512
3462	29046	4504
3463	29052	4495
3464	29058	4486
3465	29064	4477
3466	29070	4469
3467	29076	4460
3468	29082	4451
3469	29088	4442
3470	29094	4434
3471	29103	4425
3472	29110	4417
3473	29120	4409
3474	29127	4400
3475	29134	4392
3476	29141	4383
3477	29149	4374
3478	29155	4366
3479	29161	4357
3480	29168	4348
3481	29174	4340
3482	29183	4331
3483	29190	4323
3484	29197	4314
3485	29202	4305
3486	29208	4297
3487	29215	4288
3488	29221	4279
3489	29230	4271
3490	29242	4263
3491	29257	4256
3492	29268	4248
3493	29278	4240
3494	29287	4231
3495	29298	4223
3496	29307	4215
3497	29317	4207
3498	29328	4199
3499	29338	4191
3500	29349	4183
3501	29360	4175
3502	29371	4167
3503	29384	4159
3504	29391	4150
3505	29397	4142
3506	29404	4133
3507	29410	4124
3508	29417	4116
3509	29423	4107
3510	29430	4098
3511	29436	4090
3512	29442	4081
3513	29451	4073
3514	29456	4064
3515	29463	4055
3516	29468	4047
3517	29474	4038
3518	29481	4029
3519	29487	4021
3520	29493	4012
3521	29499	4003
3522	29504	3994
3523	29511	3986
3524	29516	3977
3525	29521	3968
3526	29528	3960
3527	29534	3951
3528	29539	3942
3529	29545	3933
3530	29553	3925
3531	29560	3916
3532	29566	3908
3533	29571	3899
3534	29578	3890
3535	29588	3882
3536	29595	3874
3537	29601	3865
3538	29608	3856
3539	29614	3848
3540	29620	3839
3541	29627	3830
3542	29632	3822
3543	29638	3813
3544	29644	3804
3545	29650	3796
3546	29656	3787
3547	29662	3778
3548	29668	3770
3549	29675	3761
3550	29681	3753
3551	29687	3744
3552	29694	3735
3553	29700	3727
3554	29706	3718
3555	29712	3709
3556	29718	3701
3557	29724	3692
3558	29731	3684
3559	29737	3675
3560	29742	3666
3561	29749	3658
3562	29755	3649
3563	29761	3640
3564	29767	3632
3565	29772	3623
3566	29779	3614
3567	29785	3606
3568	29790	3597
3569	29796	3588
3570	29802	3580
3571	29808	3571
3572	29814	3563
3573	29821	3554
3574	29827	3545
3575	29833	3537
3576	29839	3528
3577	29845	3520
3578	29851	3511
3579	29857	3502
3580	29863	3494
3581	29871	3485
3582	29951	3485
3583	30044	3487
3584	30058	3479
3585	30068	3471
3586	30079	3463
3587	30088	3455
3588	30099	3446
3589	30109	3438
3590	30118	3430
3591	30126	3421
3592	30135	3413
3593	30142	3405
3594	30149	3396
3595	30156	3388
3596	30164	3379
3597	30170	3370
3598	30176	3362
3599	30181	3353
3600	30187	3344
3601	30194	3336
3602	30200	3327
3603	30206	3319
3604	30212	3310
3605	30219	3301
3606	30228	3293
3607	30234	3284
3608	30240	3276
3609	30246	3267
3610	30252	3258
3611	30259	3250
3612	30265	3241
3613	30270	3233
3614	30277	3224
3615	30282	3215
3616	30288	3207
3617	30296	3198
3618	30304	3190
3619	30311	3181
3620	30318	3173
3621	30325	3164
3622	30331	3156
3623	30336	3147
3624	30342	3138
3625	30349	3130
3626	30357	3121
3627	30363	3113
3628	30370	3104
3629	30377	3096
3630	30382	3087
3631	30388	3079
3632	30394	3070
3633	30400	3061
3634	30407	3053
3635	30413	3044
3636	30421	3036
3637	30428	3027
3638	30434	3019
3639	30442	3010
3640	30448	3002
3641	30455	2993
3642	30462	2985
3643	30468	2976
3644	30474	2967
3645	30479	2959
3646	30485	2950
3647	30492	2942
3648	30497	2933
3649	30504	2925
3650	30512	2916
3651	30518	2908
3652	30525	2899
3653	30532	2891
3654	30540	2882
3655	30546	2874
3656	30552	2865
3657	30558	2857
3658	30564	2848
3659	30569	2839
3660	30575	2831
3661	30581	2822
3662	30586	2813
3663	30592	2805
3664	30598	2796
3665	30603	2788
3666	30609	2779
3667	30615	2771
3668	30621	2762
3669	30627	2753
3670	30632	2745
3671	30638	2736
3672	30644	2728
3673	30650	2719
3674	30656	2711
3675	30662	2702
3676	30667	2693
3677	30674	2685
3678	30680	2676
3679	30686	2668
3680	30692	2659
3681	30698	2651
3682	30703	2642
3683	30709	2634
3684	30715	2625
3685	30722	2617
3686	30728	2608
3687	30735	2600
3688	30742	2591
3689	30748	2583
3690	30756	2574
3691	30762	2566
3692	30770	2557
3693	30777	2549
3694	30784	2541
3695	30790	2532
3696	30796	2524
3697	30804	2515
3698	30810	2507
3699	30815	2498
3700	30821	2490
3701	30827	2481
3702	30833	2473
3703	30839	2464
3704	30845	2455
3705	30851	2447
3706	30857	2438
3707	30863	2430
3708	30869	2421
3709	30876	2413
3710	30882	2404
3711	30887	2396
3712	30893	2387
3713	30899	2379
3714	30904	2370
3715	30910	2362
3716	30915	2353
3717	30921	2345
3718	30927	2336
3719	30932	2328
3720	30939	2319
3721	30944	2311
3722	30950	2302
3723	30956	2294
3724	30963	2285
3725	30969	2277
3726	30975	2268
3727	30980	2260
3728	30987	2251
3729	30992	2243
3730	30998	2234
3731	31004	2226
3732	31010	2218
3733	31016	2209
3734	31022	2201
3735	31027	2192
3736	31033	2184
3737	31099	2179
3738	31306	2185
3739	31368	2180
3740	31376	2172
3741	31383	2163
3742	31393	2155
3743	31401	2147
3744	31410	2138
3745	31417	2130
3746	31427	2122
3747	31434	2113
3748	31441	2105
3749	31448	2096
3750	31455	2088
3751	31462	2079
3752	31468	2071
3753	31475	2062
3754	31481	2054
3755	31487	2045
3756	31494	2037
3757	31500	2028
3758	31506	2019
3759	31511	2011
3760	31519	2002
3761	31526	1994
3762	31532	1985
3763	31539	1977
3764	31544	1968
3765	31553	1960
3766	31559	1952
3767	31565	1943
3768	31572	1935
3769	31577	1926
3770	31583	1917
3771	31591	1909
3772	31598	1901
3773	31605	1892
3774	31611	1884
3775	31616	1875
3776	31622	1867
3777	31628	1858
3778	31634	1849
3779	31640	1841
3780	31646	1832
3781	31653	1824
3782	31659	1816
3783	31665	1807
3784	31671	1799
3785	31678	1790
3786	31684	1782
3787	31690	1773
3788	31695	1765
3789	31700	1756
3790	31706	1747
3791	31712	1739
3792	31719	1731
3793	31726	1722
3794	31732	1714
3795	31739	1705
3796	31745	1697
3797	31751	1688
3798	31757	1680
3799	31762	1671
3800	31769	1663
3801	31775	1654
3802	31781	1646
3803	31788	1637
3804	31801	1629
3805	31808	1621
3806	31814	1612
3807	31821	1604
3808	31827	1595
3809	31834	1587
3810	31840	1579
3811	31847	1570
3812	31852	1562
3813	31859	1553
3814	31872	1545
3815	31913	1538
3816	31932	1530
3817	31949	1523
3818	31959	1514
3819	31972	1506
3820	31998	1499
3821	32009	1490
3822	32024	1482
3823	32034	1474
3824	32042	1465
3825	32050	1457
3826	32057	1449
3827	32065	1440
